Genotype,predicted.value,std.error,status
AMADEUS,38.1120563446273,0.443694247119383,Estimable
DOR 390,38.1120563887086,0.44369424620252,Estimable
G40056,38.1120565094947,0.443694246603473,Estimable
G40111,38.1120560217422,0.443694245461467,Estimable
G40287,38.1120563608386,0.443694248345336,Estimable
GCDT_001,38.1120565213314,0.443694246653726,Estimable
GCDT_002,38.112055583318,0.443694247554745,Estimable
GCDT_003,38.1120560652463,0.443694246454301,Estimable
GCDT_004,38.1120561349433,0.443694246336399,Estimable
GCDT_005,38.1120559182005,0.44369424701787,Estimable
GCDT_006,38.1120559900195,0.443694246773761,Estimable
GCDT_007,38.1120559555742,0.443694246702365,Estimable
GCDT_008,38.1120560955328,0.44369424661113,Estimable
GCDT_009,38.112056139859,0.44369424503619,Estimable
GCDT_010,38.1120559981633,0.443694246765196,Estimable
GCDT_011,38.112056404248,0.443694247292747,Estimable
GCDT_012,38.1120561476232,0.443694247666869,Estimable
GCDT_013,38.1120562249824,0.443694247411537,Estimable
GCDT_014,38.1120564262407,0.443694245991905,Estimable
GCDT_015,38.1120561623991,0.443694252307236,Estimable
GCDT_016,38.1120563852236,0.443694245851721,Estimable
GCDT_017,38.1120562743116,0.443694246166568,Estimable
GCDT_018,38.1120557454173,0.443694245211806,Estimable
GCDT_019,38.1120562792185,0.443694246950796,Estimable
GCDT_020,38.1120561766953,0.443694247655785,Estimable
GCDT_021,38.1120560048332,0.443694246837332,Estimable
GCDT_022,38.1120562144851,0.443694246177608,Estimable
GCDT_023,38.1120559118296,0.443694245456578,Estimable
GCDT_024,38.1120559401281,0.443694246858749,Estimable
GCDT_025,38.112056023905,0.443694246204009,Estimable
GCDT_026,38.1120561623991,0.443694252307236,Estimable
GCDT_027,38.112056110027,0.443694247098786,Estimable
GCDT_028,38.1120561623991,0.443694252307236,Estimable
GCDT_029,38.1120563824105,0.443694246709714,Estimable
GCDT_030,38.1120562950124,0.443694247267363,Estimable
GCDT_031,38.1120562698071,0.443694246647364,Estimable
GCDT_032,38.1120559684455,0.443694246495195,Estimable
GCDT_033,38.1120563267667,0.443694246261711,Estimable
GCDT_034,38.1120561092411,0.443694248669443,Estimable
GCDT_035,38.1120560535391,0.443694245506433,Estimable
GCDT_036,38.1120561835957,0.44369424674139,Estimable
GCDT_037,38.1120563241744,0.443694243792684,Estimable
GCDT_038,38.1120559677429,0.443694246141541,Estimable
GCDT_039,38.1120561151815,0.443694246403702,Estimable
GCDT_040,38.112056052908,0.443694245274102,Estimable
GCDT_041,38.1120561234432,0.443694247396316,Estimable
GCDT_042,38.1120559401034,0.443694246562519,Estimable
GCDT_043,38.1120562967755,0.443694245895398,Estimable
GCDT_044,38.1120562077361,0.443694246103975,Estimable
GCDT_045,38.1120562362268,0.443694246377504,Estimable
GCDT_046,38.1120560543185,0.44369424591108,Estimable
GCDT_047,38.1120559652598,0.443694246158369,Estimable
GCDT_048,38.112056148328,0.443694245113674,Estimable
GCDT_049,38.1120560468597,0.443694246120758,Estimable
GCDT_050,38.1120560458994,0.443694246926856,Estimable
GCDT_051,38.1120562678164,0.443694247302793,Estimable
GCDT_052,38.1120562160198,0.443694245766505,Estimable
GCDT_053,38.112056154927,0.443694248390513,Estimable
GCDT_054,38.112056482711,0.443694247598642,Estimable
