Genotype,predicted.value,std.error,status
AMADEUS,42.3005818495257,0.266186487797076,Estimable
DOR 390,42.3005821446865,0.26618647471579,Estimable
G40056,42.3005820846392,0.266186474517375,Estimable
G40111,42.3005816306814,0.266186481064279,Estimable
G40287,42.3005815234095,0.266186476048184,Estimable
GCDT_001,42.3005821569245,0.266186475008282,Estimable
GCDT_002,42.3005815349285,0.266186476407729,Estimable
GCDT_003,42.3005819442566,0.266186476317435,Estimable
GCDT_004,42.3005815813966,0.266186472684539,Estimable
GCDT_005,42.3005816787857,0.266186474977659,Estimable
GCDT_006,42.300581814709,0.266186479239319,Estimable
GCDT_007,42.3005817344477,0.266186473784605,Estimable
GCDT_008,42.3005815710303,0.266186476037138,Estimable
GCDT_009,42.3005816979963,0.26618647441951,Estimable
GCDT_010,42.3005817693546,0.266186476408337,Estimable
GCDT_011,42.3005821041251,0.266186474012663,Estimable
GCDT_012,42.3005818840726,0.266186477722266,Estimable
GCDT_013,42.3005817063793,0.266186477837828,Estimable
GCDT_014,42.3005817494733,0.266186476685279,Estimable
GCDT_015,42.3005818293172,0.266186477176769,Estimable
GCDT_016,42.3005821439964,0.266186475477162,Estimable
GCDT_017,42.3005821224665,0.266186481057893,Estimable
GCDT_018,42.3005818229306,0.266186474447741,Estimable
GCDT_019,42.3005816382091,0.266186477372698,Estimable
GCDT_020,42.3005818006825,0.266186474301241,Estimable
GCDT_021,42.3005815481714,0.266186474665006,Estimable
GCDT_022,42.300582007945,0.266186479437395,Estimable
GCDT_023,42.3005817657434,0.266186477129026,Estimable
GCDT_024,42.3005820635389,0.266186479333582,Estimable
GCDT_025,42.3005816779041,0.266186475294688,Estimable
GCDT_026,42.3005819742453,0.266186475856193,Estimable
GCDT_027,42.3005820565394,0.266186476145109,Estimable
GCDT_028,42.3005818495257,0.266186487797076,Estimable
GCDT_029,42.3005818495257,0.266186487797076,Estimable
GCDT_030,42.3005818769633,0.266186478315401,Estimable
GCDT_031,42.3005818966709,0.266186473062069,Estimable
GCDT_032,42.3005817504455,0.266186476108484,Estimable
GCDT_033,42.3005820073186,0.266186476937311,Estimable
GCDT_034,42.3005819850965,0.266186474965852,Estimable
GCDT_035,42.3005819719531,0.266186475169971,Estimable
GCDT_036,42.3005816321217,0.266186475678175,Estimable
GCDT_037,42.300582049716,0.266186476592767,Estimable
GCDT_038,42.3005818344143,0.266186476147827,Estimable
GCDT_039,42.3005818495257,0.266186487797076,Estimable
GCDT_040,42.3005818575262,0.266186478618812,Estimable
GCDT_041,42.3005818581845,0.266186479322012,Estimable
GCDT_042,42.3005819071851,0.26618647627243,Estimable
GCDT_043,42.3005816587253,0.26618647821154,Estimable
GCDT_044,42.3005822470091,0.266186475160461,Estimable
GCDT_045,42.3005820266495,0.266186477307592,Estimable
GCDT_046,42.3005818972169,0.26618647600518,Estimable
GCDT_047,42.3005818495257,0.266186487797076,Estimable
GCDT_048,42.3005816018493,0.266186479768797,Estimable
GCDT_049,42.3005820366658,0.266186474743241,Estimable
GCDT_050,42.300581720383,0.266186474268972,Estimable
GCDT_051,42.3005820613956,0.266186472926577,Estimable
GCDT_052,42.3005821229343,0.266186476370088,Estimable
GCDT_053,42.3005821354126,0.266186480868931,Estimable
GCDT_054,42.3005823494074,0.266186481079095,Estimable
GCDT_055,42.3005816508504,0.266186476028913,Estimable
GCDT_056,42.3005819524239,0.266186478559007,Estimable
GCDT_057,42.3005818779997,0.266186474398259,Estimable
GCDT_058,42.3005820298341,0.266186476454434,Estimable
GCDT_059,42.3005819429487,0.266186473288693,Estimable
GCDT_060,42.3005818495257,0.266186487797076,Estimable
GCDT_061,42.3005818495257,0.266186487797076,Estimable
GCDT_062,42.3005820502894,0.266186474947678,Estimable
GCDT_063,42.3005820104508,0.26618647752496,Estimable
GCDT_064,42.3005818495257,0.266186487797076,Estimable
GCDT_065,42.3005822908561,0.266186476121389,Estimable
GCDT_066,42.3005817823699,0.266186475200442,Estimable
GCDT_067,42.3005819876545,0.266186478283439,Estimable
GCDT_068,42.3005820415559,0.266186480905691,Estimable
