f23g,predicted.value,std.error,status
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO001F111C,42.1378088890747,2.10171330237718,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO001F112C,41.9738835820762,1.9921350188383,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO001F113C,40.3094735713563,1.99184059055676,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO001F114C,41.6221914533731,2.10159948944314,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO002F111C,40.3470096410135,1.99716345443054,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO002F112C,39.0773741001725,1.99376243287821,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO003F111C,41.6911431344114,1.99168306602634,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO003F112C,41.1567668459086,1.99860539174324,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO003F113C,39.9362573089552,1.89927922644914,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO004F111C,40.6852155621571,1.99182380008172,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO004F112C,42.833660854561,2.10319196376165,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO004F113C,40.6000785307445,1.89795038290552,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F111C,42.6036084818185,1.89740981644538,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F113C,42.109083872745,2.10151063165734,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F114C,39.767712730772,2.10156543598251,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F116C,41.5206986210515,2.10425562305314,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F118C,41.2242390315947,2.10203977233937,Estimable
