f23g,predicted.value,std.error,status
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO001F111C,42.2058909959933,2.27854962561944,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO001F112C,42.1766855705095,2.1370254733328,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO001F113C,39.9934428074121,2.13656683456731,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO001F114C,41.7161366758629,2.2779431814436,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO002F111C,40.1048523293553,2.14275662451007,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO002F112C,38.6090573699747,2.13842637256638,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO003F111C,41.7845438572784,2.13619292031455,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO003F112C,41.0800348975745,2.14353030599963,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO003F113C,39.5971274400707,2.02085431294714,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO004F111C,40.5032331076411,2.13664389830567,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO004F112C,43.1378581387675,2.27994856809736,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X ICTA LIGERO004F113C,40.4170304518939,2.01855546502873,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F111C,42.7377871122963,2.01735434584695,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F113C,42.1866861084715,2.27820733121105,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F114C,39.3648415282896,2.27824581654804,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F116C,41.5352053373963,2.2815102660595,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10001F118C,41.1741373113294,2.27884816562846,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10002F112C,40.6850557033268,2.27816706543237,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10002F113C,42.1648145797238,2.27875438253575,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10002F114C,40.2810945132093,2.28461422640629,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10002F115C,41.8869180271277,2.28152015054859,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10002F116C,41.1293298905467,2.13788394941525,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10003F111C,41.597702460121,2.45349465685162,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10003F113C,40.8373060337067,2.27828055110909,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10003F114C,41.4602009298853,2.01845100854085,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10003F115C,42.600476700163,2.28049405634515,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10003F116C,41.7512060010655,2.27848087782936,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10004F116C,40.1623262024534,2.28434590276813,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10004F118C,41.3766014089533,2.13989954212987,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10004F119C,41.9601805635998,2.27970104339497,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10004F120C,42.3003113724646,2.02363870805409,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10005F111C,41.9963668776147,2.28137446127055,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10005F112C,42.1823034738795,2.27839641213641,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10005F113C,41.9853863619979,2.13890683909921,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10005F116C,41.5852179943509,2.13645511883778,Estimable
((VAP    1xG 40056)F1 X SEN  118)F1 X SEF   10005F117C,42.0485134903267,2.27804217022953,Estimable
